patch,median_move_vox,meijering_snap,meijering_random,raw_ct_snap,raw_ct_random,medial_points
s1_z11200_y3200_x3520,1.854,0.0868,0.0107,0.046,0.0031,24072
s1_z4992_y2688_x4800,1.854,0.0554,-0.0086,0.0353,-0.0031,2314
s1_z6528_y3648_x4608,1.854,0.1082,0.0119,0.0664,0.0024,4273
s1_z6144_y3264_x4416,1.853,0.1241,0.0193,0.0788,0.006,2157
s1_z7680_y2816_x3840,1.849,0.0906,0.0062,0.0482,0.0016,11382
s1_z4224_y2496_x4224,1.846,0.0623,-0.0009,0.0297,-0.002,3105
s1_z8704_y4096_x2816,1.844,0.0897,0.0076,0.056,0.0031,9109
s4_z2304_y1792_x2304,1.843,0.0429,-0.0051,0.0239,-0.0034,5301
s4_z768_y2048_x1536,1.842,0.0454,-0.0027,0.0246,-0.0042,5626
s1_z2112_y2496_x3072,1.84,0.0551,0.0018,0.0389,-0.0023,4129
s4_z7680_y1792_x512,1.839,0.0767,0.0015,0.0296,-0.0026,8110
s4_z3328_y2048_x2048,1.838,0.0791,0.0018,0.0389,-0.0017,7009
s1_z576_y2880_x4416,1.837,0.0664,-0.0064,0.0377,-0.0064,3434
s4_z512_y1792_x1536,1.837,0.0489,0.0016,0.0287,-0.0009,7419
s1_z768_y2112_x2688,1.836,0.0959,0.016,0.0719,0.008,3162
s1_z7424_y3840_x3328,1.833,0.0866,0.005,0.0438,0.0007,12824
s1_z4992_y2880_x3648,1.831,0.0871,0.0034,0.0406,-0.0034,5229
s4_z4608_y1536_x1024,1.831,0.0813,-0.015,0.0372,-0.009,3073
s4_z8192_y2560_x1792,1.831,0.086,-0.0014,0.0321,-0.0063,6317
s4_z4352_y1024_x1536,1.83,0.0741,0.0011,0.0337,-0.0016,12248
s4_z8704_y1792_x512,1.829,0.0645,-0.0036,0.034,-0.0009,5520
s1_z6720_y4032_x4032,1.827,0.0841,0.0042,0.0329,-0.0008,3283
s4_z8960_y2560_x1792,1.827,0.0631,-0.0031,0.0267,-0.0043,6230
s1_z1536_y2688_x4032,1.826,0.0683,-0.0002,0.0406,-0.0007,2170
s1_z6144_y3456_x4608,1.826,0.0704,0.0002,0.0386,-0.004,2454
s1_z1536_y2688_x4224,1.824,0.0559,0.0071,0.0245,-0.0019,2400
s1_z4608_y2688_x2688,1.818,0.0577,-0.0051,0.0381,-0.0047,2666
s4_z2560_y1024_x1024,1.818,0.0869,-0.0034,0.056,-0.0017,5436
s4_z4608_y2304_x1536,1.817,0.0531,-0.0034,0.0256,-0.0032,8760
s1_z8960_y2560_x3072,1.815,0.0887,0.0095,0.0492,0.0037,8771
s1_z4800_y2112_x4416,1.814,0.0682,0.0018,0.0412,0.0006,7455
s4_z4864_y2304_x1792,1.814,0.04,-0.0016,0.0225,-0.0013,8142
s4_z6400_y2560_x2304,1.814,0.0633,-0.0041,0.0249,-0.0051,9729
s1_z5952_y3264_x3072,1.813,0.0896,0.0055,0.0508,0.0038,3275
s4_z6144_y2560_x2048,1.813,0.0844,0.0003,0.039,-0.0032,9151
s1_z4224_y2304_x2688,1.811,0.0779,0.0097,0.0615,0.0053,4903
s4_z3840_y1792_x1024,1.807,0.0446,-0.0191,0.0189,-0.0086,3381
s4_z4352_y1792_x1024,1.806,0.0606,-0.0052,0.0382,-0.0034,4815
s1_z1920_y2688_x3456,1.805,0.0874,-0.0013,0.0476,-0.0018,2487
s4_z7680_y1792_x2304,1.804,0.0668,0.0003,0.0281,-0.0026,8321
s1_z1728_y1920_x3264,1.802,0.0669,0.0039,0.0406,0.0018,7590
s4_z5888_y2560_x1280,1.801,0.0618,-0.0017,0.0324,-0.0025,6902
s4_z4352_y2048_x1280,1.8,0.0549,-0.0043,0.0284,-0.0043,8376
s4_z5376_y2560_x1536,1.8,0.0429,0.0,0.0181,-0.0017,6414
s5_z9180_y2280_x3230,1.797,0.0426,-0.0043,0.02,-0.0032,1814
s4_z5120_y2048_x1024,1.795,0.0325,-0.0085,0.0193,-0.0044,7125
s1_z4608_y3072_x3648,1.794,0.0907,0.0048,0.0461,-0.0001,4303
s1_z9920_y3200_x2560,1.792,0.0938,0.0071,0.0489,-0.0011,14616
s4_z4608_y1280_x1024,1.79,0.0804,0.0002,0.0427,-0.0026,8389
s1_z1728_y2688_x3648,1.786,0.0974,0.0065,0.044,-0.0041,1759
s1_z2304_y1920_x4608,1.786,0.0909,0.0092,0.059,0.0066,5550
s4_z1280_y1792_x2304,1.784,0.083,0.0032,0.0344,-0.002,5547
s4_z2048_y768_x1280,1.784,0.0553,0.0006,0.0243,-0.0013,7862
s4_z6400_y1792_x512,1.783,0.0512,-0.0062,0.0241,-0.0027,6330
s1_z768_y2880_x3264,1.781,0.0863,0.0015,0.0561,-0.0003,3453
s4_z4864_y2304_x1280,1.781,0.0503,0.0003,0.0296,-0.0002,12232
s1_z3456_y2496_x2880,1.78,0.1283,0.0141,0.0677,0.0031,3219
s4_z768_y1792_x1280,1.778,0.0413,-0.0002,0.0227,-0.0011,5536
s1_z5760_y3648_x4032,1.775,0.0861,0.0009,0.048,-0.0032,3729
s1_z1920_y1728_x3648,1.774,0.0877,0.0109,0.0417,0.0041,5929
s4_z4352_y2304_x1536,1.774,0.0776,-0.0004,0.0293,-0.0025,9211
s4_z9216_y2304_x1536,1.773,0.0695,-0.0008,0.0325,-0.0039,7503
s1_z4224_y2496_x4416,1.772,0.0841,-0.0001,0.0574,0.0006,2454
s4_z4608_y2304_x1792,1.772,0.0443,-0.0025,0.0205,-0.0031,5599
s4_z2560_y768_x1280,1.77,0.0773,0.0015,0.032,-0.0018,6688
s1_z7936_y3328_x2816,1.768,0.0863,0.01,0.0495,0.0028,17940
s4_z7936_y1280_x1024,1.767,0.0744,-0.0113,0.0371,-0.0081,6375
s4_z5376_y1792_x768,1.765,0.0458,-0.0033,0.019,-0.0047,5677
s4_z7424_y2304_x768,1.764,0.0431,-0.0008,0.0221,-0.0022,11201
s1_z8448_y2560_x2560,1.763,0.0702,0.0014,0.0304,-0.0029,8812
s4_z4352_y2048_x2304,1.761,0.06,-0.0022,0.0294,-0.005,5480
s1_z4800_y2688_x3072,1.759,0.08,0.0026,0.0443,-0.0036,5938
s1_z2304_y2496_x4800,1.756,0.089,0.0097,0.0477,0.0013,3869
s1_z6720_y3072_x4416,1.755,0.0858,0.0072,0.04,-0.0026,6038
s4_z3328_y1280_x2304,1.755,0.0804,0.0027,0.0328,-0.0024,4249
s1_z10880_y3840_x2240,1.753,0.0921,0.0091,0.0516,0.0033,22170
s4_z2304_y1792_x1024,1.753,0.0876,0.0086,0.0315,-0.0012,5343
s1_z384_y3072_x4032,1.752,0.102,0.0203,0.0561,0.006,2522
s4_z5120_y2304_x1536,1.752,0.0783,-0.0048,0.0304,-0.0086,7551
s4_z7424_y2048_x512,1.752,0.0413,-0.0036,0.0188,-0.0037,7988
s1_z5760_y2112_x3456,1.749,0.1092,0.0162,0.0627,0.0039,3650
s5_z9180_y2280_x4560,1.749,0.0827,0.0083,0.0482,0.0015,2422
s4_z2304_y2048_x1024,1.748,0.0545,-0.0003,0.0296,-0.0002,7586
s4_z3840_y2304_x1792,1.748,0.0776,0.0013,0.0419,0.0006,6442
s4_z1024_y768_x1280,1.747,0.0888,0.0038,0.036,0.0001,5608
s4_z8192_y2560_x1024,1.745,0.0629,-0.0059,0.0219,-0.0026,8002
s1_z6144_y3072_x4416,1.74,0.0836,0.0054,0.0522,0.0015,2545
s1_z2112_y2496_x2496,1.734,0.0677,0.0068,0.0535,0.0062,3367
s4_z3840_y2304_x2048,1.734,0.0677,0.0019,0.0336,-0.0003,6644
s4_z4352_y1280_x2304,1.734,0.076,-0.0057,0.0304,-0.007,6553
s1_z1728_y2688_x4224,1.729,0.0815,0.0023,0.0459,-0.0023,2107
s4_z3584_y2304_x1792,1.729,0.0618,0.003,0.0379,-0.0024,3707
s1_z2112_y2112_x3072,1.727,0.0735,0.005,0.0431,-0.0009,8012
s4_z2560_y2048_x1024,1.725,0.0667,-0.0006,0.0292,-0.0011,5996
s1_z8448_y3840_x2816,1.722,0.089,0.0098,0.0431,0.0008,11430
s4_z3584_y1536_x1024,1.721,0.0729,-0.0048,0.039,-0.0061,6081
s4_z6912_y2560_x2304,1.719,0.0622,0.0001,0.0335,-0.0011,11554
s4_z768_y2048_x2048,1.719,0.0602,-0.0023,0.0307,-0.0027,4424
s1_z2496_y1920_x3264,1.717,0.0673,0.0043,0.0379,0.0012,5765
s4_z4096_y1024_x2048,1.714,0.0764,-0.0023,0.0302,-0.0051,7275
s1_z1344_y2688_x4032,1.709,0.0477,0.0027,0.028,0.0043,2684
s4_z5376_y1792_x1024,1.708,0.0742,-0.0014,0.0467,-0.0026,5995
s1_z5952_y2304_x3840,1.706,0.0901,0.0071,0.0435,-0.002,5025
s1_z6336_y3648_x2880,1.703,0.0798,0.0045,0.0472,-0.0021,3421
s1_z6720_y3840_x3072,1.701,0.0962,0.0115,0.0519,0.0068,3615
s1_z3840_y2496_x2688,1.698,0.0953,0.0124,0.0726,0.0061,2322
s1_z5760_y3648_x4224,1.698,0.1116,0.0104,0.0522,-0.0023,4470
s4_z4608_y2304_x1280,1.698,0.0511,-0.0018,0.0229,-0.004,7953
s1_z192_y3072_x3840,1.697,0.1117,0.0129,0.0574,0.0047,3198
s1_z5568_y3456_x4032,1.697,0.0716,0.0016,0.0428,-0.0033,4522
s1_z6144_y3840_x3840,1.693,0.0638,0.0004,0.033,-0.002,3855
s1_z5184_y2112_x3072,1.692,0.0746,0.0126,0.0403,0.006,7908
s4_z4864_y2304_x2304,1.692,0.0551,0.0037,0.034,0.0001,7840
s4_z2816_y768_x1280,1.691,0.0513,0.0016,0.0242,0.0,9173
s1_z5760_y2304_x3456,1.686,0.0865,0.0113,0.0508,0.0031,4362
s1_z5952_y2112_x3840,1.685,0.1022,0.0122,0.0623,0.0028,3123
s1_z1920_y1728_x3840,1.682,0.0768,0.0102,0.0466,0.0041,3022
s1_z768_y1728_x4032,1.682,0.0886,0.0093,0.0617,0.0035,3126
s4_z2048_y2048_x1536,1.682,0.0726,0.0064,0.0327,-0.0011,4860
s1_z5952_y3648_x4032,1.681,0.0543,-0.0069,0.0273,-0.0059,3765
s1_z6336_y3840_x3072,1.68,0.0837,0.0116,0.0464,0.0004,6017
s1_z5376_y3456_x4224,1.678,0.087,0.0006,0.0402,-0.0064,3331
s1_z5760_y3648_x4416,1.676,0.0675,0.0079,0.0368,0.0006,4512
s5_z6190_y3040_x3420,1.674,0.0725,-0.0012,0.0406,-0.0039,1845
s1_z2496_y2496_x3264,1.672,0.0663,0.0064,0.0295,0.0016,4646
s4_z4608_y1280_x2304,1.672,0.0455,-0.0042,0.0147,-0.0047,6830
s4_z4352_y2304_x1280,1.67,0.0813,0.0015,0.0361,-0.0004,7283
s4_z6912_y2560_x1024,1.666,0.0325,0.0005,0.0128,-0.0019,12722
s1_z5376_y3456_x4032,1.665,0.0893,0.0083,0.0548,0.0007,2831
s4_z5888_y2048_x1024,1.665,0.0839,-0.0017,0.0387,-0.0019,8054
s1_z1728_y2688_x4032,1.664,0.081,-0.0017,0.0349,-0.0025,1663
s1_z5952_y2496_x4032,1.664,0.0864,0.0096,0.0489,0.0028,5034
s1_z2112_y2496_x2688,1.663,0.1089,0.0114,0.0747,0.0049,2916
s1_z4992_y2496_x2688,1.659,0.0826,0.0079,0.0382,0.0016,5266
s1_z5760_y3456_x4416,1.656,0.1354,0.0183,0.0719,0.004,3488
s1_z8448_y3328_x2816,1.652,0.088,0.0105,0.0407,-0.0004,11567
s5_z8800_y4560_x5320,1.651,0.1056,0.0091,0.0746,-0.0001,1840
s1_z384_y1920_x3456,1.648,0.076,-0.0011,0.0505,-0.0046,5750
s1_z5952_y3840_x3840,1.648,0.0769,0.0067,0.0458,0.0003,3275
s1_z5568_y3648_x4416,1.647,0.0963,0.0034,0.0494,-0.0002,2508
s1_z4416_y2688_x4608,1.644,0.1008,0.0068,0.0488,0.0029,2789
s4_z8448_y2560_x1536,1.644,0.0259,-0.0067,0.0092,-0.0016,8389
s1_z4224_y2496_x3648,1.643,0.0308,-0.0027,0.028,-0.0024,7380
s4_z1536_y1792_x2048,1.643,0.0475,-0.0001,0.0257,0.0003,6641
s1_z5184_y3072_x4608,1.641,0.0902,0.0061,0.0499,-0.0005,4337
s1_z7168_y4096_x3328,1.64,0.0625,-0.0054,0.0424,-0.0042,9175
s1_z3264_y2688_x3072,1.636,0.0891,0.0005,0.0459,-0.0026,3041
s1_z8192_y2560_x2560,1.633,0.0625,0.0054,0.0324,0.0009,9437
s4_z6400_y2560_x1024,1.632,0.0475,-0.0044,0.0183,-0.0034,10739
s1_z1152_y2688_x4416,1.629,0.0884,0.0138,0.0631,0.0059,2618
s4_z2304_y512_x2304,1.628,0.0764,0.0053,0.0359,0.0026,7821
s1_z6144_y2880_x4800,1.626,0.0516,-0.001,0.0356,0.0012,1931
s1_z5568_y2304_x4032,1.622,0.0849,0.0054,0.0396,0.0033,5642
s1_z576_y3072_x4224,1.621,0.0917,0.01,0.0592,0.0042,4008
s4_z4608_y1792_x1024,1.621,0.0572,-0.0058,0.0276,-0.0058,4655
s1_z5376_y3456_x3840,1.62,0.0614,0.0058,0.0407,0.0032,3317
s4_z6912_y2816_x1536,1.617,0.0306,-0.0046,0.014,-0.0014,7980
s4_z7680_y2560_x1024,1.613,0.023,-0.0043,0.0127,-0.0018,10657
s1_z192_y1920_x3456,1.607,0.0923,0.0229,0.0605,0.016,5509
s4_z8448_y2560_x1280,1.603,0.0301,-0.0019,0.013,-0.0017,10330
s1_z5952_y3648_x3840,1.602,0.0494,0.0018,0.0273,0.0014,4822
s1_z6144_y2496_x4416,1.597,0.0776,0.0082,0.0455,0.0026,4968
s4_z1792_y1792_x2048,1.595,0.0457,-0.0016,0.02,-0.0034,6285
s1_z12480_y4480_x2240,1.59,0.0882,0.0044,0.0553,0.0005,19362
s1_z4224_y2496_x3840,1.59,0.055,-0.003,0.0253,-0.0028,6411
s1_z4224_y2496_x4032,1.587,0.0349,-0.0015,0.0313,-0.0,3847
s4_z8960_y2560_x1536,1.584,0.0254,-0.0073,0.0128,-0.0037,3651
s1_z6144_y3648_x4608,1.581,0.1182,0.0221,0.0668,0.0087,3390
s1_z3456_y2688_x2880,1.577,0.0858,0.0045,0.0499,-0.0004,2075
s1_z6144_y3840_x4224,1.577,0.0718,0.0002,0.0417,-0.001,3250
s1_z6720_y3840_x4032,1.577,0.0799,0.0155,0.0378,0.0037,6076
s1_z1536_y2688_x3072,1.576,0.0914,0.0038,0.0545,-0.0044,2633
s4_z6912_y2816_x1792,1.576,0.0328,-0.0037,0.0125,-0.001,8530
s1_z6336_y3840_x4416,1.573,0.0687,0.0047,0.038,0.0003,3985
s1_z2688_y1920_x3264,1.565,0.0687,0.0045,0.0333,0.0031,5639
s1_z4416_y2880_x3840,1.56,0.0578,0.0066,0.027,0.0007,5893
s1_z5568_y2496_x4224,1.556,0.0459,-0.0006,0.0331,-0.0021,3506
s1_z3648_y2304_x4224,1.555,0.0634,0.0003,0.0339,-0.0003,4949
s1_z5952_y3072_x3072,1.553,0.1021,0.0066,0.0629,-0.0012,2627
s1_z1920_y2496_x3072,1.552,0.1308,0.0139,0.0719,0.003,3283
s1_z5952_y2496_x3456,1.552,0.0953,0.0117,0.0565,0.0076,5496
s4_z7680_y2048_x512,1.552,0.0222,-0.0035,0.0118,-0.0024,10611
s1_z3264_y2496_x2688,1.551,0.0872,-0.0005,0.0437,-0.004,4823
s1_z3264_y1920_x4800,1.546,0.047,0.0053,0.0323,0.0027,6260
s1_z2304_y2496_x4032,1.54,0.0827,0.0063,0.0385,-0.0026,2639
s4_z2048_y2304_x1536,1.54,0.0575,-0.001,0.0247,-0.0033,5228
s1_z1152_y1920_x4416,1.537,0.0471,-0.0043,0.0338,-0.0039,5290
s1_z3264_y2688_x3264,1.537,0.088,0.0042,0.0449,-0.0004,2776
s4_z8960_y2304_x768,1.533,0.0136,-0.007,0.0062,-0.0033,11688
s4_z2304_y2304_x1536,1.531,0.0614,-0.001,0.0288,-0.0014,5964
s4_z5376_y2560_x1792,1.527,0.0614,-0.0002,0.0307,-0.0024,7653
s4_z5632_y2560_x1792,1.526,0.0349,-0.0023,0.0184,-0.0009,8002
s4_z8448_y2560_x1792,1.521,0.076,0.0054,0.0283,-0.0001,7763
s4_z6656_y2560_x1024,1.517,0.068,0.0022,0.023,-0.0021,11628
s4_z5376_y2560_x2048,1.514,0.0565,-0.0019,0.0284,-0.0021,5073
s1_z2304_y1728_x3648,1.513,0.0563,0.0037,0.0313,0.0019,7695
s1_z576_y1920_x3456,1.511,0.067,0.0042,0.0471,0.0035,7911
s4_z8448_y2560_x1024,1.506,0.0559,0.0008,0.0243,-0.0005,6874
s1_z2112_y1728_x4224,1.504,0.0789,0.0069,0.0404,-0.0011,5033
s1_z5568_y3456_x4416,1.504,0.0692,0.0043,0.0328,-0.0002,4611
s1_z4992_y2688_x3072,1.5,0.0717,0.0038,0.0389,-0.0,5760
s4_z4864_y2304_x1536,1.495,0.084,0.0029,0.0364,-0.003,9036
s1_z4608_y2496_x4608,1.493,0.0925,0.012,0.0493,-0.0005,5175
s4_z2048_y512_x2048,1.477,0.0663,0.0055,0.0296,0.0005,7390
s1_z5760_y2880_x2880,1.475,0.066,-0.0006,0.0433,-0.0017,4331
s1_z5952_y2112_x3456,1.468,0.1019,0.0179,0.0549,0.0055,3910
s5_z5500_y3990_x5890,1.465,0.0524,0.0018,0.0242,0.0004,3446
s1_z5184_y3456_x4416,1.456,0.0786,0.011,0.0515,0.0049,5450
s4_z6144_y2560_x1536,1.453,0.0368,-0.0067,0.0194,-0.0039,9139
s4_z1024_y1792_x2560,1.45,0.0461,0.004,0.0226,0.0009,6472
s1_z2304_y2688_x3648,1.446,0.0997,0.0112,0.0567,0.0061,2545
s4_z2560_y2304_x1536,1.444,0.0572,0.0031,0.032,0.0012,4555
s1_z2112_y2496_x3264,1.436,0.0724,0.0057,0.0409,0.0013,3854
s1_z6528_y3840_x3840,1.436,0.0831,0.0121,0.0362,0.0007,3121
s1_z5568_y3456_x3072,1.431,0.065,0.0051,0.0446,0.0031,4985
s1_z192_y2880_x3648,1.416,0.0631,0.0065,0.0329,0.0002,5688
s1_z5568_y2304_x4608,1.416,0.0969,0.0114,0.0452,0.0014,4118
s1_z6144_y2304_x4032,1.415,0.0893,0.0101,0.0487,0.001,4091
s1_z5568_y3456_x4224,1.412,0.0771,0.0076,0.0496,0.0018,4194
s1_z4032_y2496_x4032,1.409,0.0521,0.0015,0.0297,0.0009,3575
s1_z7424_y4096_x3840,1.409,0.067,0.0055,0.0316,0.0002,18885
s1_z3648_y2112_x4608,1.402,0.0505,0.0013,0.033,0.0006,5578
s1_z6144_y3648_x4032,1.398,0.0722,0.0054,0.0362,0.0021,4698
s1_z6528_y3264_x2688,1.396,0.0749,0.0021,0.0453,-0.0023,3593
s1_z5760_y3456_x3264,1.392,0.0806,0.0101,0.0517,0.0081,7535
s1_z3840_y2304_x2688,1.39,0.0638,0.0045,0.0412,-0.001,4580
s4_z8704_y2560_x1024,1.389,0.0353,-0.0007,0.0195,-0.0018,7746
s1_z4992_y2880_x4416,1.388,0.0638,0.0076,0.0314,0.0028,4821
s1_z5760_y2112_x3840,1.387,0.0806,0.0142,0.0494,0.0005,3581
s4_z2560_y512_x2048,1.385,0.073,0.0054,0.0316,0.0003,5740
s1_z5184_y3264_x4416,1.382,0.0534,0.0007,0.0368,-0.0005,4797
s1_z5376_y2496_x2688,1.382,0.0671,0.0032,0.0451,-0.0002,5023
s4_z2560_y1536_x2304,1.38,0.0585,0.0009,0.0237,-0.0013,6080
s5_z5500_y4180_x3420,1.38,0.0468,-0.0116,0.0163,-0.0059,2572
s1_z2496_y2112_x4800,1.378,0.073,0.0086,0.0468,0.0023,3798
s1_z4992_y3072_x4416,1.374,0.0886,0.0066,0.0552,0.0049,5770
s1_z5760_y3456_x4224,1.373,0.0979,0.0122,0.056,0.0037,4567
s1_z7424_y3840_x3840,1.37,0.0855,0.0107,0.0463,-0.0004,12797
s1_z5568_y2112_x3840,1.366,0.0772,0.0099,0.0528,0.0044,6054
s4_z1792_y2048_x2048,1.366,0.0689,0.0041,0.0316,-0.0013,8956
s4_z1024_y1792_x2304,1.36,0.0535,-0.0035,0.0193,-0.003,4387
s1_z1152_y2688_x4800,1.359,0.0745,0.0042,0.0457,0.0018,1895
s1_z5952_y2496_x3072,1.348,0.0653,0.0052,0.0388,-0.0019,6344
s1_z8960_y2816_x3584,1.346,0.0759,0.0103,0.044,0.0038,10685
s1_z1920_y1728_x4032,1.345,0.083,0.0129,0.0618,0.0055,3687
s1_z1728_y1728_x4416,1.343,0.0861,0.0105,0.0524,0.0025,4708
s1_z5376_y2304_x3072,1.341,0.0501,0.0049,0.0316,0.0022,7729
s1_z960_y2688_x3072,1.336,0.0812,0.0082,0.0489,0.0,4530
s1_z2688_y1728_x4416,1.335,0.07,0.0104,0.0429,0.0,4327
s1_z5568_y2112_x3456,1.332,0.0864,0.0155,0.0498,0.0049,6374
s1_z4224_y1728_x3840,1.322,0.0375,0.0041,0.0218,0.0026,3924
s1_z3456_y2112_x4416,1.32,0.057,0.009,0.0324,0.0004,5485
s1_z384_y2112_x3264,1.314,0.067,0.0073,0.037,0.0017,5978
s1_z2112_y1920_x4416,1.297,0.0464,-0.0095,0.0236,-0.0051,3802
s1_z8960_y3840_x3072,1.292,0.0918,0.0103,0.0449,0.0007,8304
s4_z2048_y2048_x1792,1.291,0.0488,0.0002,0.0235,-0.0009,6620
s1_z3648_y2304_x2688,1.286,0.064,0.0033,0.0435,0.0016,5276
s5_z5690_y2090_x4180,1.273,0.0989,0.0197,0.0538,0.0067,1636
s1_z2496_y1728_x4224,1.269,0.0618,0.0064,0.0418,0.0023,4856
s1_z2880_y1728_x4224,1.262,0.0373,0.0008,0.0221,0.0014,5455
s1_z3264_y1728_x4224,1.259,0.0487,0.0049,0.0278,0.0015,3834
s1_z2880_y2496_x3648,1.248,0.056,0.0001,0.0311,-0.0011,6394
s1_z3456_y1728_x4224,1.248,0.0484,0.0082,0.033,0.0041,3690
s1_z2688_y1728_x4032,1.246,0.045,0.0052,0.0291,0.0021,3910
s1_z4992_y2880_x4608,1.244,0.0729,0.011,0.0378,0.0008,4434
s1_z2496_y2304_x2688,1.234,0.0557,0.0056,0.0407,0.003,3830
s1_z5568_y2304_x4224,1.234,0.0782,0.0063,0.0453,0.0003,5432
s1_z384_y2496_x4992,1.233,0.0511,-0.0064,0.0351,-0.0037,3579
s5_z9180_y3040_x2850,1.232,0.0482,-0.0,0.0372,-0.0021,995
s1_z2880_y1728_x4032,1.22,0.0257,0.0003,0.0151,0.0009,3723
s1_z5376_y2112_x3264,1.218,0.0493,0.0065,0.0253,0.0014,9206
s1_z5568_y3456_x3456,1.217,0.0526,0.0052,0.0247,-0.0006,6680
s1_z8192_y3072_x4096,1.216,0.0631,0.0026,0.0348,-0.0006,13194
s4_z7168_y2560_x1024,1.215,0.0391,-0.0011,0.0156,-0.0018,13904
s1_z1920_y2688_x3840,1.213,0.1074,0.017,0.0567,0.0048,1608
s1_z4416_y1920_x3456,1.208,0.0437,0.0055,0.0214,0.0029,10265
s1_z3072_y1728_x4224,1.188,0.0291,0.0011,0.0199,0.0028,5667
s1_z1536_y2688_x3840,1.184,0.0573,-0.0016,0.0275,-0.0023,2275
s1_z5568_y3456_x3264,1.168,0.0531,0.0023,0.033,-0.0003,7813
s1_z5568_y3648_x3648,1.166,0.0499,-0.0006,0.0276,-0.001,4417
s1_z5760_y3456_x3456,1.16,0.0653,0.0133,0.0384,0.007,5702
s1_z3840_y2496_x3456,1.156,0.048,0.0044,0.0213,0.0011,3171
s1_z2496_y2496_x4032,1.149,0.0638,0.0039,0.0311,-0.0003,5998
s1_z3456_y1728_x3648,1.145,0.0385,0.0056,0.027,0.0027,5974
s4_z2304_y768_x1280,1.143,0.0568,0.003,0.0218,0.0002,6561
s1_z7168_y3328_x2816,1.139,0.0619,0.004,0.0298,-0.001,14138
s1_z7168_y2816_x2816,1.138,0.075,0.0088,0.0487,0.0041,11781
s1_z5184_y2880_x4800,1.126,0.0662,0.0094,0.0346,0.0029,5038
s1_z4992_y2880_x3456,1.122,0.072,-0.0004,0.0337,-0.0028,5180
s1_z8448_y2816_x3840,1.12,0.0748,0.0135,0.037,0.0054,14353
s1_z960_y1728_x4224,1.118,0.0681,0.0071,0.0326,0.0019,5830
s1_z8192_y3072_x3840,1.102,0.0555,0.0026,0.0302,-0.0008,12542
s1_z6336_y3840_x3648,1.101,0.0725,0.0089,0.0532,0.0046,5093
s1_z576_y1920_x3648,1.097,0.0679,0.0055,0.0408,0.0012,6131
s1_z4992_y2112_x4416,1.095,0.0602,0.0068,0.0326,0.0027,8140
s1_z2688_y2304_x2688,1.093,0.0317,0.0006,0.0187,0.0009,4789
s1_z3072_y1728_x3840,1.09,0.056,0.0072,0.0262,0.0,3454
s1_z5376_y3648_x4416,1.079,0.069,0.0055,0.0391,0.0006,3315
s1_z5376_y2112_x3840,1.059,0.0569,0.0108,0.0337,0.0052,5534
s4_z7424_y2560_x1024,1.059,0.0393,0.0017,0.0159,-0.0017,11601
s1_z5568_y2112_x3648,1.032,0.0716,0.0077,0.0344,0.0016,3418
s1_z5376_y2112_x3456,1.031,0.0552,0.0043,0.0316,0.0043,6464
s1_z6144_y3840_x3648,1.031,0.0587,0.0026,0.0343,0.0014,3109
s1_z1152_y2688_x3840,1.028,0.0371,0.0067,0.0204,0.0044,3031
s1_z3648_y2496_x2880,1.024,0.0525,0.0054,0.0312,0.0055,2750
s1_z768_y1920_x3456,1.017,0.06,0.0108,0.0348,0.0052,9599
s1_z6720_y3840_x3840,1.003,0.0552,0.0055,0.0309,0.0012,5329
s1_z1344_y2112_x3072,1.0,0.0497,0.0083,0.0283,0.0034,6809
s1_z2880_y1728_x3648,0.999,0.0458,0.0064,0.0279,0.0028,9108
s1_z6720_y3840_x3648,0.995,0.0346,-0.0034,0.0196,-0.0024,4876
s1_z3264_y2496_x3648,0.99,0.0501,0.0055,0.0315,-0.0008,7291
s1_z6144_y3648_x3456,0.966,0.0651,0.0083,0.0369,0.0016,4633
s1_z4032_y2496_x3840,0.959,0.0429,-0.0016,0.0204,-0.0028,2921
s1_z8960_y2816_x3840,0.958,0.0762,0.0092,0.0402,0.0021,12761
s4_z6656_y2816_x1536,0.958,0.0487,-0.0012,0.018,-0.0022,5277
s1_z6528_y3648_x4416,0.946,0.0623,0.0063,0.0335,0.0008,5410
s1_z5568_y3648_x4032,0.943,0.0534,0.0033,0.0216,-0.0006,4163
s1_z8448_y2816_x3584,0.937,0.0675,0.0063,0.0342,0.0007,12133
s1_z3456_y1728_x4032,0.931,0.0486,0.0065,0.0256,0.0024,3129
s1_z7424_y2816_x2816,0.902,0.0667,0.0055,0.0442,0.0014,15970
s5_z6190_y2660_x3230,0.897,0.0328,-0.0018,0.0148,-0.0043,1288
s1_z2496_y1728_x3648,0.893,0.0348,0.0009,0.0207,0.0001,6147
s1_z1152_y1920_x3456,0.876,0.0262,-0.0019,0.0151,-0.0003,6822
s1_z8192_y2816_x3584,0.876,0.0671,0.0052,0.0273,-0.0011,18527
s1_z1344_y2688_x4608,0.86,0.0942,0.0085,0.0529,0.0004,2927
s1_z1152_y2688_x3456,0.857,0.0554,0.0055,0.0265,0.0019,2657
s1_z3456_y1920_x3264,0.848,0.0408,0.0076,0.0185,0.0014,6336
s1_z384_y1728_x4032,0.844,0.0791,0.0112,0.0538,0.0032,3150
s1_z5184_y3456_x4032,0.841,0.0613,0.0068,0.0435,0.0001,4897
s1_z5760_y3456_x3840,0.836,0.0571,0.0119,0.0302,0.0032,3314
